,time_stamp,fault,joint,pose,offset,time,time_label,drop_rate,mean,sd
285,1970-01-01 00:08:20.836,3,8,3,1,1,3,3,3.690000057220459,3.0899999141693115
286,1970-01-01 00:09:39.938,3,8,4,4,2,3,3,0.7799999713897705,1.600000023841858
287,1970-01-01 00:00:38.095,1,0,7,4,2,2,2,1.1200000047683716,3.5399999618530273
288,1970-01-01 00:02:10.003,4,3,8,1,3,2,1,-1.8200000524520874,2.4700000286102295
289,1970-01-01 00:03:46.536,1,2,2,5,1,2,1,-2.6700000762939453,4.639999866485596
290,1970-01-01 00:05:09.903,2,2,7,3,2,2,1,-1.8899999856948853,3.4100000858306885
291,1970-01-01 00:06:27.538,1,0,3,1,2,2,3,-0.12999999523162842,1.9500000476837158
292,1970-01-01 00:08:10.254,3,4,6,4,2,3,2,-3.069999933242798,2.5399999618530273
293,1970-01-01 00:09:39.205,2,7,8,3,2,3,2,0.25999999046325684,3.190000057220459
294,1970-01-01 00:00:36.741,4,0,6,5,3,3,3,0.75,2.1500000953674316
295,1970-01-01 00:02:25.204,2,4,2,4,3,3,2,4.25,3.440000057220459
296,1970-01-01 00:03:43.742,2,1,2,4,1,2,3,3.3499999046325684,2.4100000858306885
297,1970-01-01 00:05:42.264,2,4,4,1,2,2,3,-2.6500000953674316,4.0
298,1970-01-01 00:07:04.618,1,0,1,2,3,3,1,1.5199999809265137,4.630000114440918
299,1970-01-01 00:08:32.337,3,4,2,2,2,2,3,0.23000000417232513,4.019999980926514
300,1970-01-01 00:09:53.441,1,6,3,5,2,3,3,3.890000104904175,3.8399999141693115
301,1970-01-01 00:00:34.290,4,2,9,2,2,2,3,4.570000171661377,2.5199999809265137
302,1970-01-01 00:02:25.422,2,6,3,3,2,2,2,4.880000114440918,1.1200000047683716
303,1970-01-01 00:04:05.638,2,7,5,5,1,3,1,1.1299999952316284,3.7899999618530273
304,1970-01-01 00:05:29.169,2,1,9,3,3,3,3,1.0099999904632568,1.909999966621399
305,1970-01-01 00:06:48.310,1,1,5,3,1,2,3,-3.069999933242798,3.9100000858306885
306,1970-01-01 00:07:58.906,2,7,7,5,3,2,1,-3.640000104904175,3.0299999713897705
307,1970-01-01 00:09:15.673,4,5,2,2,3,2,3,0.10999999940395355,3.869999885559082
308,1970-01-01 00:00:34.757,4,5,9,3,2,3,2,-0.75,4.929999828338623
309,1970-01-01 00:02:08.973,1,2,3,2,3,3,3,-4.550000190734863,4.949999809265137
310,1970-01-01 00:03:28.105,4,5,9,3,2,3,1,4.630000114440918,3.0999999046325684
311,1970-01-01 00:05:20.485,3,6,6,5,2,2,1,-3.240000009536743,3.1500000953674316
312,1970-01-01 00:00:35.545,2,3,2,3,3,3,2,-3.7699999809265137,2.430000066757202
313,1970-01-01 00:02:08.776,2,8,7,1,1,3,3,0.9599999785423279,1.2899999618530273
314,1970-01-01 00:03:27.938,4,4,5,4,3,3,2,-2.75,1.4500000476837158
315,1970-01-01 00:04:52.376,2,4,8,5,2,3,1,-0.07999999821186066,2.0899999141693115
316,1970-01-01 00:06:15.906,1,0,8,4,3,3,3,4.170000076293945,1.9900000095367432
317,1970-01-01 00:07:26.104,3,7,1,4,1,2,1,-2.9200000762939453,2.6700000762939453
318,1970-01-01 00:08:40.209,4,0,3,4,3,2,3,2.1600000858306885,4.519999980926514
319,1970-01-01 00:00:35.665,4,3,1,1,2,2,2,-2.299999952316284,4.960000038146973
320,1970-01-01 00:03:00.168,4,0,2,1,3,2,3,1.1399999856948853,2.569999933242798
321,1970-01-01 00:04:19.426,1,1,9,5,2,2,3,-2.3299999237060547,3.9700000286102295
322,1970-01-01 00:05:57.870,4,5,9,4,1,2,1,-4.710000038146973,1.690000057220459
323,1970-01-01 00:07:10.743,1,3,5,3,2,3,2,-1.5399999618530273,4.619999885559082
324,1970-01-01 00:08:22.366,4,6,6,5,2,3,2,3.609999895095825,4.920000076293945
325,1970-01-01 00:09:39.038,3,0,2,4,2,3,3,4.889999866485596,4.170000076293945
326,1970-01-01 00:00:34.351,1,8,8,5,1,2,1,-0.7400000095367432,2.0299999713897705
327,1970-01-01 00:02:08.538,2,7,5,3,3,2,2,-0.699999988079071,1.440000057220459
328,1970-01-01 00:03:27.972,4,1,6,4,2,2,3,1.6399999856948853,2.6600000858306885
329,1970-01-01 00:05:33.643,4,7,8,2,1,2,1,1.0499999523162842,1.2899999618530273
330,1970-01-01 00:06:53.206,2,4,9,4,1,2,3,-2.049999952316284,1.8600000143051147
331,1970-01-01 00:08:09.274,4,4,3,4,2,2,2,-0.6800000071525574,4.71999979019165
332,1970-01-01 00:09:23.067,3,4,3,1,3,3,1,0.75,4.309999942779541
333,1970-01-01 00:00:34.985,1,1,4,2,1,2,2,2.5899999141693115,2.799999952316284
334,1970-01-01 00:02:20.072,3,1,6,2,2,3,2,-2.8299999237060547,3.4000000953674316
335,1970-01-01 00:03:35.106,4,3,5,1,2,3,1,-2.75,2.7200000286102295
336,1970-01-01 00:05:01.608,1,7,6,2,3,2,3,-4.03000020980835,3.190000057220459
337,1970-01-01 00:06:23.104,2,6,8,3,2,3,3,3.7200000286102295,3.6600000858306885
338,1970-01-01 00:07:36.567,4,6,5,2,1,3,1,3.490000009536743,4.579999923706055
339,1970-01-01 00:08:56.340,3,0,3,4,1,3,1,3.9100000858306885,3.309999942779541
340,1970-01-01 00:00:36.902,2,2,5,5,3,2,1,2.7100000381469727,2.890000104904175
341,1970-01-01 00:02:10.039,3,5,3,3,2,2,2,3.390000104904175,3.569999933242798
342,1970-01-01 00:03:25.071,1,0,5,2,2,3,3,1.090000033378601,4.550000190734863
343,1970-01-01 00:04:54.436,1,8,6,5,1,3,2,0.05999999865889549,3.4000000953674316
344,1970-01-01 00:06:14.809,2,3,9,5,3,3,2,3.819999933242798,1.9600000381469727
345,1970-01-01 00:07:28.699,2,3,2,2,2,2,3,2.240000009536743,1.5499999523162842
346,1970-01-01 00:08:46.138,3,5,6,1,1,3,2,-1.5199999809265137,3.880000114440918
347,1970-01-01 00:00:35.228,4,6,6,2,1,2,2,-0.8799999952316284,4.320000171661377
348,1970-01-01 00:02:13.303,3,0,1,4,3,2,2,1.6200000047683716,3.8399999141693115
349,1970-01-01 00:03:32.542,3,5,3,2,3,2,1,0.6100000143051147,2.7899999618530273
350,1970-01-01 00:04:57.656,4,3,2,3,2,3,1,0.07000000029802322,2.240000009536743
351,1970-01-01 00:06:28.872,2,7,6,5,3,2,1,-1.8600000143051147,4.53000020980835
352,1970-01-01 00:07:49.499,2,8,3,4,2,3,1,4.909999847412109,1.7200000286102295
353,1970-01-01 00:09:09.606,3,0,6,4,3,3,1,-1.5,1.8300000429153442
354,1970-01-01 00:00:36.412,4,0,6,3,1,2,2,-2.0899999141693115,1.2999999523162842
355,1970-01-01 00:02:28.235,3,4,9,4,3,2,2,4.800000190734863,1.4700000286102295
356,1970-01-01 00:03:50.355,1,1,3,4,1,3,2,-4.96999979019165,3.5899999141693115
357,1970-01-01 00:05:32.036,4,0,2,4,2,2,2,0.7699999809265137,1.2100000381469727
358,1970-01-01 00:07:21.677,3,4,1,1,3,3,3,-4.570000171661377,1.7200000286102295
359,1970-01-01 00:08:31.469,3,1,5,4,1,2,2,-0.05999999865889549,3.0399999618530273
360,1970-01-01 00:09:52.372,1,8,2,3,2,2,1,-2.2899999618530273,3.200000047683716
361,1970-01-01 00:00:37.441,2,3,2,4,2,3,3,4.0,1.2799999713897705
362,1970-01-01 00:02:11.608,3,4,3,4,2,2,2,-0.30000001192092896,3.930000066757202
363,1970-01-01 00:03:28.605,4,5,3,4,2,2,2,-0.1899999976158142,1.3700000047683716
364,1970-01-01 00:04:50.935,1,5,2,4,2,3,3,1.6799999475479126,1.3700000047683716
365,1970-01-01 00:06:34.405,4,7,9,3,2,3,2,4.860000133514404,3.559999942779541
366,1970-01-01 00:07:48.571,3,4,9,3,3,2,1,0.5799999833106995,3.700000047683716
367,1970-01-01 00:09:07.874,1,1,3,1,2,2,1,3.680000066757202,2.569999933242798
368,1970-01-01 00:00:34.679,3,4,4,2,2,2,3,4.710000038146973,2.1500000953674316
369,1970-01-01 00:02:08.542,4,5,3,5,1,3,2,-3.6600000858306885,2.2799999713897705
370,1970-01-01 00:03:28.839,3,5,3,3,1,2,1,1.809999942779541,4.53000020980835
371,1970-01-01 00:04:50.204,2,7,8,1,3,2,2,4.019999980926514,4.909999847412109
372,1970-01-01 00:06:11.302,2,3,2,2,2,2,1,-1.7799999713897705,2.140000104904175
373,1970-01-01 00:07:25.100,4,0,2,5,2,2,3,-3.8299999237060547,1.5800000429153442
374,1970-01-01 00:09:05.807,1,7,7,1,2,2,3,-3.5799999237060547,2.5199999809265137
375,1970-01-01 00:00:35.301,1,3,5,2,3,3,3,-1.5399999618530273,4.019999980926514
376,1970-01-01 00:02:08.369,1,3,9,5,2,3,1,-1.0700000524520874,1.6699999570846558
377,1970-01-01 00:03:25.406,1,2,9,4,1,3,3,4.679999828338623,3.109999895095825
378,1970-01-01 00:04:50.607,3,4,3,3,2,2,2,-3.119999885559082,2.7699999809265137
379,1970-01-01 00:06:13.107,4,4,8,1,1,3,3,-2.640000104904175,4.110000133514404
380,1970-01-01 00:07:27.239,3,5,7,5,1,3,3,-3.509999990463257,4.869999885559082
381,1970-01-01 00:08:43.639,3,7,1,2,3,2,3,1.2599999904632568,3.609999895095825
382,1970-01-01 00:00:34.670,3,7,5,2,3,2,2,2.299999952316284,3.5299999713897705
383,1970-01-01 00:02:11.839,1,8,1,3,3,2,3,0.49000000953674316,4.650000095367432
384,1970-01-01 00:03:26.840,3,2,6,5,1,2,3,-2.809999942779541,2.440000057220459
385,1970-01-01 00:04:54.008,4,7,2,4,3,3,3,1.0499999523162842,1.940000057220459
386,1970-01-01 00:06:15.503,2,2,1,3,1,2,3,3.819999933242798,3.940000057220459
387,1970-01-01 00:07:26.533,3,3,2,4,1,3,1,3.809999942779541,3.5399999618530273
388,1970-01-01 00:10:11.901,1,1,8,1,1,2,2,-3.799999952316284,1.8200000524520874
389,1970-01-01 00:00:37.322,3,6,2,3,2,2,3,-3.369999885559082,1.9500000476837158
390,1970-01-01 00:02:10.242,2,3,6,1,1,3,1,1.7899999618530273,1.1699999570846558
391,1970-01-01 00:03:28.343,4,5,4,3,2,2,2,0.4000000059604645,4.440000057220459
392,1970-01-01 00:04:51.999,3,6,3,2,2,3,3,-4.820000171661377,1.4500000476837158
393,1970-01-01 00:06:10.972,3,2,4,2,2,2,3,0.3700000047683716,4.119999885559082
394,1970-01-01 00:07:27.903,4,8,5,4,3,2,1,-4.869999885559082,2.0
395,1970-01-01 00:08:41.832,2,4,4,3,1,3,3,-2.4100000858306885,2.369999885559082
396,1970-01-01 00:00:37.262,3,3,9,4,2,3,1,-1.6399999856948853,2.4000000953674316
397,1970-01-01 00:02:12.170,1,1,9,1,1,2,2,-0.23999999463558197,3.1600000858306885
398,1970-01-01 00:03:25.269,4,1,7,5,3,2,3,2.5799999237060547,1.4299999475479126
399,1970-01-01 00:04:51.806,4,0,4,2,1,2,3,-1.5099999904632568,1.659999966621399
400,1970-01-01 00:06:17.429,1,0,7,3,1,3,1,-0.05000000074505806,2.5899999141693115
401,1970-01-01 00:07:40.008,3,8,7,2,2,2,3,-4.369999885559082,1.340000033378601
402,1970-01-01 00:09:01.128,2,5,3,2,3,2,3,0.8899999856948853,4.429999828338623
403,1970-01-01 00:00:35.480,1,4,6,2,2,2,3,-4.599999904632568,3.0899999141693115
404,1970-01-01 00:02:32.676,3,3,4,1,3,2,2,-3.2100000381469727,4.329999923706055
405,1970-01-01 00:03:53.803,1,3,9,2,1,2,2,-1.1799999475479126,4.070000171661377
406,1970-01-01 00:05:33.417,2,7,3,5,3,3,3,-4.480000019073486,4.369999885559082
407,1970-01-01 00:06:49.524,1,8,6,4,2,3,1,-1.5399999618530273,3.4600000381469727
408,1970-01-01 00:08:15.169,1,7,8,1,2,2,3,-0.7799999713897705,1.8300000429153442
409,1970-01-01 00:09:36.935,3,5,3,3,1,3,3,-2.1500000953674316,1.600000023841858
410,1970-01-01 00:00:38.392,3,8,5,5,2,2,1,-4.510000228881836,1.5800000429153442
411,1970-01-01 00:02:11.606,3,5,2,5,3,2,1,4.739999771118164,2.2799999713897705
412,1970-01-01 00:03:40.900,2,4,7,3,1,2,2,-2.5399999618530273,1.7599999904632568
413,1970-01-01 00:05:09.531,3,3,2,4,3,2,2,-1.8200000524520874,1.6299999952316284
414,1970-01-01 00:06:31.256,2,8,9,4,3,2,1,2.440000057220459,4.579999923706055
415,1970-01-01 00:07:47.240,3,2,1,3,2,3,3,-2.009999990463257,4.75
416,1970-01-01 00:09:07.507,1,1,2,3,1,2,1,4.099999904632568,2.9600000381469727
417,1970-01-01 00:00:34.337,4,3,1,2,3,2,2,-0.5799999833106995,1.2799999713897705
418,1970-01-01 00:01:44.775,4,4,6,5,2,3,2,0.9700000286102295,2.119999885559082
419,1970-01-01 00:03:29.699,1,6,4,3,3,3,1,-0.6899999976158142,1.6100000143051147
420,1970-01-01 00:04:57.335,3,3,3,5,2,3,1,4.599999904632568,1.8200000524520874
421,1970-01-01 00:06:16.674,4,6,9,3,3,2,2,0.8500000238418579,2.009999990463257
422,1970-01-01 00:07:22.181,4,3,5,1,1,3,1,-0.6800000071525574,3.059999942779541
423,1970-01-01 00:08:34.268,4,3,9,5,3,3,3,-2.7100000381469727,1.3799999952316284
424,1970-01-01 00:00:35.735,3,7,1,5,1,3,1,-1.5800000429153442,2.009999990463257
425,1970-01-01 00:02:09.008,1,6,5,2,3,3,3,0.3799999952316284,2.7200000286102295
426,1970-01-01 00:03:27.067,2,0,6,2,3,3,2,2.1600000858306885,4.449999809265137
427,1970-01-01 00:04:55.403,3,3,3,4,1,3,2,-4.369999885559082,1.1799999475479126
428,1970-01-01 00:06:12.505,4,3,5,4,2,2,1,2.309999942779541,1.059999942779541
429,1970-01-01 00:07:24.340,3,0,1,1,2,3,1,-1.4299999475479126,4.739999771118164
430,1970-01-01 00:08:46.073,2,6,5,1,3,3,2,4.349999904632568,1.840000033378601
431,1970-01-01 00:00:36.887,3,1,7,4,1,3,3,3.390000104904175,2.2799999713897705
432,1970-01-01 00:02:11.634,3,7,1,1,2,2,2,1.7000000476837158,2.740000009536743
433,1970-01-01 00:03:27.997,3,5,5,3,3,2,3,1.4800000190734863,3.9000000953674316
434,1970-01-01 00:04:55.936,2,6,3,1,3,3,2,-0.9100000262260437,4.360000133514404
435,1970-01-01 00:06:12.069,3,5,2,3,3,2,1,-1.9800000190734863,2.2200000286102295
436,1970-01-01 00:07:48.838,3,4,7,1,2,2,1,1.3700000047683716,1.25
437,1970-01-01 00:09:05.434,4,2,2,5,1,3,1,-3.549999952316284,4.980000019073486
438,1970-01-01 00:00:38.470,1,5,1,1,2,2,3,3.569999933242798,1.1200000047683716
439,1970-01-01 00:01:46.967,2,4,8,5,1,3,2,0.019999999552965164,1.0700000524520874
440,1970-01-01 00:03:03.870,3,8,4,3,2,2,1,4.820000171661377,4.440000057220459
441,1970-01-01 00:04:34.510,4,3,5,5,3,2,3,2.069999933242798,3.309999942779541
442,1970-01-01 00:05:52.237,2,0,8,1,1,3,1,-0.7099999785423279,4.480000019073486
443,1970-01-01 00:07:03.374,2,7,9,4,1,3,3,-3.2200000286102295,4.920000076293945
444,1970-01-01 00:08:24.672,1,4,9,3,3,3,2,-3.299999952316284,2.1700000762939453
445,1970-01-01 00:00:36.462,2,1,9,4,1,2,2,-0.5600000023841858,4.789999961853027
446,1970-01-01 00:02:10.506,2,5,7,2,2,2,3,0.4099999964237213,1.2300000190734863
447,1970-01-01 00:03:26.402,4,1,5,5,2,3,3,-2.240000009536743,3.0299999713897705
448,1970-01-01 00:04:52.999,3,6,2,1,2,3,3,0.36000001430511475,3.2300000190734863
449,1970-01-01 00:06:10.701,2,6,3,2,1,3,1,-3.25,3.319999933242798
450,1970-01-01 00:07:27.373,4,3,2,2,3,3,2,-1.0,4.639999866485596
451,1970-01-01 00:09:38.604,4,0,8,4,1,3,2,-2.1600000858306885,2.549999952316284
452,1970-01-01 00:00:36.610,3,0,8,2,1,3,3,2.630000114440918,3.390000104904175
453,1970-01-01 00:02:10.634,4,4,3,4,1,3,3,4.75,3.619999885559082
454,1970-01-01 00:03:27.572,3,1,9,1,2,3,1,-2.640000104904175,2.4100000858306885
455,1970-01-01 00:05:27.103,3,5,1,1,2,3,1,4.989999771118164,1.7000000476837158
456,1970-01-01 00:06:48.477,2,8,5,5,2,3,3,2.549999952316284,1.5499999523162842
457,1970-01-01 00:07:59.040,3,5,9,1,2,2,1,0.36000001430511475,3.1500000953674316
458,1970-01-01 00:09:16.577,1,1,5,1,1,2,1,4.659999847412109,3.9800000190734863
459,1970-01-01 00:00:34.245,4,0,4,1,3,3,2,-1.690000057220459,4.75
460,1970-01-01 00:02:10.039,1,1,5,2,2,2,2,-0.20000000298023224,4.940000057220459
461,1970-01-01 00:03:27.839,2,3,2,5,3,2,1,-1.3200000524520874,2.940000057220459
462,1970-01-01 00:04:55.702,3,2,9,5,1,2,2,-0.18000000715255737,2.299999952316284
463,1970-01-01 00:06:18.380,1,4,1,3,2,3,2,2.9100000858306885,1.8700000047683716
464,1970-01-01 00:07:37.352,1,0,5,3,2,3,2,-3.950000047683716,3.3499999046325684
465,1970-01-01 00:08:58.605,1,8,9,4,3,3,3,4.980000019073486,1.4500000476837158
466,1970-01-01 00:00:36.553,2,2,4,3,1,2,1,2.440000057220459,2.6700000762939453
467,1970-01-01 00:02:09.535,4,3,4,3,1,2,3,1.6299999952316284,3.5899999141693115
468,1970-01-01 00:03:57.872,1,3,9,4,1,2,1,-0.7200000286102295,2.190000057220459
469,1970-01-01 00:05:18.244,3,6,3,2,1,2,3,-1.649999976158142,3.1700000762939453
470,1970-01-01 00:06:35.769,4,8,3,5,3,3,1,-2.259999990463257,3.9700000286102295
471,1970-01-01 00:08:18.773,3,4,7,4,1,2,1,-0.6499999761581421,1.7699999809265137
472,1970-01-01 00:09:34.877,4,4,7,3,2,3,1,4.949999809265137,3.140000104904175
473,1970-01-01 00:00:37.630,1,4,4,2,1,2,3,-0.07000000029802322,1.1699999570846558
474,1970-01-01 00:02:09.903,3,3,3,1,3,3,1,0.8199999928474426,3.9200000762939453
475,1970-01-01 00:03:28.606,3,3,5,5,1,3,2,3.5999999046325684,4.579999923706055
476,1970-01-01 00:04:52.744,1,7,8,4,3,2,2,2.819999933242798,3.5799999237060547
477,1970-01-01 00:06:14.268,3,7,4,1,2,3,3,-3.640000104904175,2.5899999141693115
478,1970-01-01 00:07:29.969,1,0,8,1,3,3,2,1.4700000286102295,4.739999771118164
479,1970-01-01 00:08:48.510,2,4,8,2,3,2,1,-2.200000047683716,1.0099999904632568
480,1970-01-01 00:00:35.410,2,5,5,5,1,3,1,2.690000057220459,2.0899999141693115
481,1970-01-01 00:02:10.676,3,2,2,2,3,2,2,-1.3700000047683716,1.6399999856948853
482,1970-01-01 00:03:28.872,3,6,5,1,3,3,2,-1.2300000190734863,2.7799999713897705
483,1970-01-01 00:04:51.103,4,7,5,3,3,3,3,2.6600000858306885,3.680000066757202
484,1970-01-01 00:06:14.435,3,1,8,3,1,3,1,0.3700000047683716,4.090000152587891
485,1970-01-01 00:07:26.206,4,6,1,4,2,2,3,1.7799999713897705,2.490000009536743
486,1970-01-01 00:08:45.640,2,8,2,1,2,3,3,0.6200000047683716,2.0999999046325684
487,1970-01-01 00:00:34.378,1,6,3,2,2,2,1,-4.570000171661377,2.609999895095825
488,1970-01-01 00:02:06.571,1,8,7,4,2,2,3,-4.079999923706055,1.059999942779541
489,1970-01-01 00:03:20.733,2,1,1,4,2,3,2,-2.0899999141693115,1.1100000143051147
490,1970-01-01 00:04:49.129,2,2,1,4,3,3,3,-2.0,1.7300000190734863
491,1970-01-01 00:06:11.635,1,4,2,2,3,3,3,-4.679999828338623,3.440000057220459
492,1970-01-01 00:07:30.803,3,7,2,1,1,2,2,0.27000001072883606,2.7899999618530273
493,1970-01-01 00:08:47.471,4,3,9,4,3,2,1,-2.430000066757202,3.9000000953674316
494,1970-01-01 00:00:37.714,4,3,9,3,2,2,1,0.2199999988079071,3.140000104904175
495,1970-01-01 00:02:11.671,3,7,6,4,3,3,2,0.33000001311302185,1.0299999713897705
496,1970-01-01 00:03:26.043,3,2,1,1,1,2,3,-4.539999961853027,3.430000066757202
497,1970-01-01 00:04:53.237,4,4,4,5,1,2,1,-0.7900000214576721,4.389999866485596
498,1970-01-01 00:06:13.539,2,1,7,1,2,2,3,-4.960000038146973,4.389999866485596
499,1970-01-01 00:07:25.339,4,8,1,3,3,2,3,-3.6700000762939453,3.2699999809265137
500,1970-01-01 00:08:45.842,2,4,7,1,1,3,2,-4.179999828338623,3.5199999809265137
501,1970-01-01 00:00:34.759,3,6,9,5,3,2,1,-2.3499999046325684,3.390000104904175
502,1970-01-01 00:02:11.840,4,8,3,2,2,3,1,1.9800000190734863,4.119999885559082
503,1970-01-01 00:03:29.074,1,5,9,4,2,3,1,-1.6299999952316284,1.909999966621399
504,1970-01-01 00:04:56.308,2,4,4,2,3,3,2,1.7000000476837158,1.659999966621399
505,1970-01-01 00:06:13.840,2,3,4,2,1,2,3,-3.130000114440918,1.3300000429153442
506,1970-01-01 00:07:28.003,1,0,7,1,1,2,1,-0.019999999552965164,2.2300000190734863
507,1970-01-01 00:08:45.438,2,3,1,3,3,3,1,1.1299999952316284,2.700000047683716
508,1970-01-01 00:00:35.082,2,5,6,5,2,2,1,4.71999979019165,4.650000095367432
509,1970-01-01 00:02:13.038,4,0,7,3,2,3,2,0.9399999976158142,1.9500000476837158
510,1970-01-01 00:03:26.943,1,4,8,2,2,3,3,-2.8399999141693115,4.260000228881836
511,1970-01-01 00:04:53.138,3,6,9,5,3,2,2,-2.2799999713897705,4.860000133514404
512,1970-01-01 00:06:14.438,4,5,9,2,1,2,1,-2.569999933242798,3.0299999713897705
513,1970-01-01 00:07:28.372,2,7,7,4,2,3,1,-2.4100000858306885,4.260000228881836
514,1970-01-01 00:08:45.844,1,2,2,3,2,3,2,2.9200000762939453,1.1399999856948853
515,1970-01-01 00:00:34.499,2,0,6,2,2,2,1,4.46999979019165,3.609999895095825
516,1970-01-01 00:02:09.169,2,7,8,1,1,3,1,2.559999942779541,3.5299999713897705
517,1970-01-01 00:03:27.635,4,0,4,3,1,2,3,-4.260000228881836,2.3499999046325684
518,1970-01-01 00:05:24.377,3,5,3,3,2,3,3,4.289999961853027,2.619999885559082
519,1970-01-01 00:06:42.923,4,8,1,1,3,2,2,-2.7899999618530273,4.809999942779541
520,1970-01-01 00:08:04.312,4,1,3,2,1,3,3,0.25999999046325684,3.690000057220459
521,1970-01-01 00:09:24.064,2,3,4,4,2,3,2,-1.840000033378601,4.070000171661377
522,1970-01-01 00:00:35.930,3,8,2,2,1,3,3,2.740000009536743,2.4600000381469727
523,1970-01-01 00:02:09.404,3,2,2,2,2,2,2,-3.0299999713897705,3.950000047683716
524,1970-01-01 00:03:27.901,4,0,5,2,1,2,2,-4.929999828338623,3.5299999713897705
525,1970-01-01 00:04:41.642,1,2,3,1,1,2,1,-2.8399999141693115,1.4299999475479126
526,1970-01-01 00:05:59.236,2,8,8,3,3,3,3,-0.11999999731779099,4.690000057220459
527,1970-01-01 00:07:12.970,2,4,4,2,1,2,1,-0.8500000238418579,1.309999942779541
528,1970-01-01 00:08:27.740,1,8,7,4,1,2,3,-3.990000009536743,2.450000047683716
529,1970-01-01 00:00:35.064,1,2,9,3,2,2,2,-1.2699999809265137,2.569999933242798
530,1970-01-01 00:02:11.039,1,2,5,4,3,3,1,-4.829999923706055,4.360000133514404
531,1970-01-01 00:03:25.138,2,7,6,2,1,2,2,2.75,3.7899999618530273
532,1970-01-01 00:04:53.300,3,3,7,1,2,2,3,3.5299999713897705,3.700000047683716
533,1970-01-01 00:06:12.639,3,8,4,2,3,3,1,4.960000038146973,2.890000104904175
534,1970-01-01 00:07:25.605,3,3,9,4,1,2,3,0.2800000011920929,1.0399999618530273
535,1970-01-01 00:08:44.511,2,0,1,2,2,2,3,-0.949999988079071,4.150000095367432
536,1970-01-01 00:00:35.155,2,3,1,1,2,2,3,0.949999988079071,2.4000000953674316
537,1970-01-01 00:02:12.244,3,8,2,2,1,3,3,1.350000023841858,3.6700000762939453
538,1970-01-01 00:03:24.839,3,3,6,4,3,3,3,4.139999866485596,3.130000114440918
539,1970-01-01 00:04:55.807,4,5,5,5,3,3,2,4.75,1.3300000429153442
540,1970-01-01 00:06:13.173,2,6,9,1,3,3,3,1.159999966621399,3.0399999618530273
541,1970-01-01 00:07:30.308,2,5,9,1,2,3,1,0.6200000047683716,1.5199999809265137
542,1970-01-01 00:08:48.773,4,0,5,2,2,3,1,-0.8399999737739563,3.9200000762939453
543,1970-01-01 00:00:38.445,1,6,2,2,1,3,3,-4.380000114440918,2.630000114440918
544,1970-01-01 00:02:11.440,1,0,7,3,1,2,2,3.7799999713897705,1.8899999856948853
545,1970-01-01 00:03:27.834,4,7,5,1,2,2,1,3.3299999237060547,4.019999980926514
546,1970-01-01 00:04:53.902,1,8,3,3,2,3,1,-5.0,2.0899999141693115
547,1970-01-01 00:06:11.705,1,8,5,4,3,3,1,-4.119999885559082,2.0199999809265137
548,1970-01-01 00:07:28.439,3,6,1,5,2,2,3,-2.640000104904175,3.619999885559082
549,1970-01-01 00:08:42.036,1,0,4,3,3,2,1,0.18000000715255737,3.859999895095825
550,1970-01-01 00:00:34.532,4,3,7,3,1,3,1,4.409999847412109,3.049999952316284
551,1970-01-01 00:02:08.707,2,4,4,3,2,3,3,-1.4900000095367432,1.2200000286102295
552,1970-01-01 00:03:24.840,3,8,8,2,2,2,2,3.869999885559082,2.569999933242798
553,1970-01-01 00:04:54.201,4,3,8,5,1,2,3,-2.5399999618530273,3.0
554,1970-01-01 00:06:12.506,4,2,9,4,1,3,3,4.519999980926514,3.680000066757202
555,1970-01-01 00:07:27.407,1,2,7,1,3,2,2,-3.7100000381469727,4.409999847412109
556,1970-01-01 00:08:44.872,1,0,3,1,1,2,1,-4.670000076293945,2.069999933242798
557,1970-01-01 00:00:34.774,4,6,5,3,1,2,2,-0.9900000095367432,1.7300000190734863
558,1970-01-01 00:01:56.941,1,8,6,5,1,3,1,-4.429999828338623,2.190000057220459
559,1970-01-01 00:03:13.504,4,7,9,4,1,2,2,2.3499999046325684,3.319999933242798
560,1970-01-01 00:04:39.436,4,6,2,2,2,2,3,1.1100000143051147,3.9700000286102295
561,1970-01-01 00:06:51.803,4,0,5,4,3,3,3,4.489999771118164,1.649999976158142
562,1970-01-01 00:08:02.668,3,4,4,5,3,3,3,2.819999933242798,4.380000114440918
563,1970-01-01 00:09:23.204,1,0,1,4,1,3,1,-1.1699999570846558,4.380000114440918
564,1970-01-01 00:00:37.273,3,4,2,4,2,3,1,-0.3199999928474426,1.3899999856948853
565,1970-01-01 00:00:37.708,2,2,6,1,3,3,1,-0.18000000715255737,2.2100000381469727
566,1970-01-01 00:02:11.735,3,7,1,5,2,3,1,-1.409999966621399,4.989999771118164
567,1970-01-01 00:03:27.836,4,0,4,3,1,2,3,1.8700000047683716,1.350000023841858
568,1970-01-01 00:05:49.969,1,0,8,5,2,3,1,-2.0399999618530273,2.7200000286102295
569,1970-01-01 00:07:06.237,1,4,6,4,2,2,2,3.5,1.7000000476837158
570,1970-01-01 00:08:47.800,4,7,3,5,3,3,2,-4.5,4.480000019073486
571,1970-01-01 00:10:04.806,2,8,7,3,2,2,3,-3.8299999237060547,4.909999847412109
572,1970-01-01 00:00:37.571,3,2,2,5,1,3,1,2.450000047683716,2.7899999618530273
573,1970-01-01 00:02:18.168,1,1,8,3,2,3,2,-2.880000114440918,4.869999885559082
