,time_stamp,fault,joint,pose,offset,time,time_label,drop_rate,mean,sd
574,1970-01-01 00:03:34.133,3,2,4,5,1,2,2,-2.190000057220459,4.269999980926514
575,1970-01-01 00:04:57.304,4,1,4,5,3,3,3,-2.950000047683716,1.0199999809265137
576,1970-01-01 00:06:13.543,1,3,5,4,1,2,1,4.639999866485596,3.690000057220459
577,1970-01-01 00:07:27.109,3,5,2,1,2,3,2,-0.8199999928474426,1.1100000143051147
578,1970-01-01 00:08:47.369,2,5,1,5,2,3,2,3.9100000858306885,3.819999933242798
579,1970-01-01 00:00:37.136,2,4,1,2,1,2,2,2.069999933242798,1.899999976158142
580,1970-01-01 00:02:10.339,4,5,1,2,2,3,2,2.9000000953674316,4.610000133514404
581,1970-01-01 00:03:29.409,3,7,3,4,2,2,2,3.359999895095825,4.909999847412109
582,1970-01-01 00:04:55.769,2,1,2,5,2,3,2,-4.25,1.309999942779541
583,1970-01-01 00:06:16.105,1,6,1,1,2,2,1,-0.1599999964237213,1.9199999570846558
584,1970-01-01 00:07:32.508,3,8,9,2,3,2,1,-1.399999976158142,2.1600000858306885
585,1970-01-01 00:08:50.675,3,5,3,4,3,2,2,-2.3399999141693115,3.240000009536743
586,1970-01-01 00:00:35.266,2,7,9,4,1,3,3,-4.380000114440918,4.150000095367432
587,1970-01-01 00:02:12.267,2,7,1,2,3,2,2,-2.559999942779541,3.609999895095825
588,1970-01-01 00:03:26.372,1,0,7,5,3,3,3,-1.3200000524520874,1.2000000476837158
589,1970-01-01 00:04:52.737,3,8,8,4,2,2,1,-4.170000076293945,3.130000114440918
590,1970-01-01 00:06:13.809,3,7,2,1,2,3,2,-3.2100000381469727,3.7300000190734863
591,1970-01-01 00:07:27.503,4,3,8,5,2,2,1,1.3200000524520874,4.849999904632568
592,1970-01-01 00:09:42.408,2,6,3,2,2,2,2,-3.430000066757202,3.2899999618530273
593,1970-01-01 00:00:36.445,1,4,2,2,3,3,1,2.130000114440918,2.2799999713897705
594,1970-01-01 00:02:23.304,3,0,6,3,2,3,3,-0.5600000023841858,1.2899999618530273
595,1970-01-01 00:03:42.502,3,0,7,4,3,3,3,2.6500000953674316,3.5199999809265137
596,1970-01-01 00:05:15.538,4,3,6,5,2,3,2,1.3799999952316284,1.1699999570846558
597,1970-01-01 00:06:36.184,2,0,8,5,1,2,1,0.5099999904632568,1.3799999952316284
598,1970-01-01 00:07:55.609,4,1,7,4,2,3,2,-1.9600000381469727,4.079999923706055
599,1970-01-01 00:09:18.243,3,6,1,1,2,2,2,-0.5699999928474426,2.4000000953674316
600,1970-01-01 00:00:38.062,4,3,4,5,3,2,2,-1.25,3.069999933242798
601,1970-01-01 00:02:08.642,1,8,4,4,3,2,2,-3.200000047683716,3.180000066757202
602,1970-01-01 00:03:23.340,2,4,8,1,1,2,3,1.9700000286102295,3.8499999046325684
603,1970-01-01 00:04:52.693,4,1,6,2,3,2,1,3.25,4.650000095367432
604,1970-01-01 00:06:12.403,1,1,8,1,3,2,2,3.200000047683716,4.0
605,1970-01-01 00:07:25.801,4,5,6,2,1,2,2,2.059999942779541,2.1500000953674316
606,1970-01-01 00:08:58.230,2,4,4,2,3,3,3,4.75,4.619999885559082
607,1970-01-01 00:00:38.737,1,4,9,4,2,2,2,-0.14000000059604645,2.109999895095825
608,1970-01-01 00:02:10.807,3,7,9,3,2,3,1,-1.3899999856948853,2.2699999809265137
609,1970-01-01 00:03:25.740,3,1,2,2,2,3,3,3.0299999713897705,1.7599999904632568
610,1970-01-01 00:04:55.606,1,8,5,4,3,2,3,4.789999961853027,2.640000104904175
611,1970-01-01 00:06:14.139,3,7,7,2,2,2,3,-4.769999980926514,3.8299999237060547
612,1970-01-01 00:07:28.269,1,5,1,4,3,2,3,2.190000057220459,2.700000047683716
613,1970-01-01 00:08:39.469,1,6,3,5,2,2,3,-2.4000000953674316,4.25
614,1970-01-01 00:00:38.418,1,1,2,3,2,3,1,-2.2799999713897705,1.8600000143051147
615,1970-01-01 00:02:36.837,1,5,1,3,2,2,3,2.7699999809265137,2.9000000953674316
616,1970-01-01 00:03:57.703,4,4,9,2,2,3,1,3.7699999809265137,4.909999847412109
617,1970-01-01 00:05:18.467,2,4,6,2,3,3,2,-1.159999966621399,1.7999999523162842
618,1970-01-01 00:06:40.904,2,5,3,4,3,2,3,-1.1699999570846558,1.3300000429153442
619,1970-01-01 00:07:53.872,1,0,9,4,3,3,1,4.46999979019165,4.230000019073486
620,1970-01-01 00:09:12.535,1,1,8,3,1,2,3,0.949999988079071,1.7300000190734863
621,1970-01-01 00:00:37.140,2,1,4,1,1,2,1,2.200000047683716,3.559999942779541
622,1970-01-01 00:02:11.605,3,4,8,1,2,2,2,-1.1699999570846558,3.2899999618530273
623,1970-01-01 00:03:27.697,4,2,7,3,3,2,2,-4.5,3.680000066757202
624,1970-01-01 00:04:54.971,4,7,4,1,2,3,1,-0.41999998688697815,4.920000076293945
625,1970-01-01 00:06:14.405,4,7,7,1,1,2,3,2.049999952316284,2.2799999713897705
626,1970-01-01 00:07:27.540,1,8,2,3,1,3,1,-3.5799999237060547,2.700000047683716
627,1970-01-01 00:08:51.430,4,7,3,5,2,2,2,-4.320000171661377,1.1299999952316284
628,1970-01-01 00:00:34.449,2,2,1,2,1,3,2,0.47999998927116394,1.9800000190734863
629,1970-01-01 00:02:11.709,1,2,7,1,2,3,3,2.6500000953674316,2.3499999046325684
630,1970-01-01 00:03:24.833,2,0,2,2,2,3,1,1.4600000381469727,2.319999933242798
631,1970-01-01 00:04:53.169,3,8,9,5,1,2,2,-0.75,1.9700000286102295
632,1970-01-01 00:06:12.468,1,1,1,4,3,3,1,-0.9900000095367432,3.6600000858306885
633,1970-01-01 00:07:25.537,4,6,8,1,1,3,3,-2.5999999046325684,3.559999942779541
634,1970-01-01 00:08:46.939,3,4,4,4,3,2,3,-4.71999979019165,2.4200000762939453
635,1970-01-01 00:00:34.959,1,7,8,4,2,2,1,-0.9200000166893005,1.9900000095367432
636,1970-01-01 00:02:12.976,2,8,5,5,3,3,2,0.9900000095367432,4.210000038146973
637,1970-01-01 00:03:28.042,3,6,6,2,1,2,2,2.7799999713897705,2.940000057220459
638,1970-01-01 00:04:52.337,3,3,5,3,3,3,3,1.6200000047683716,3.5899999141693115
639,1970-01-01 00:06:14.805,2,0,6,2,2,2,1,-0.8600000143051147,4.130000114440918
640,1970-01-01 00:07:26.802,3,3,2,2,3,2,3,3.549999952316284,3.559999942779541
641,1970-01-01 00:08:47.074,1,8,4,4,3,2,1,-2.200000047683716,2.130000114440918
642,1970-01-01 00:00:35.475,1,4,9,1,2,2,3,4.559999942779541,3.1500000953674316
643,1970-01-01 00:02:03.210,1,6,9,2,2,3,3,-2.369999885559082,4.03000020980835
644,1970-01-01 00:03:22.909,1,4,2,1,3,3,1,3.9700000286102295,4.210000038146973
645,1970-01-01 00:05:08.869,2,5,9,5,3,3,3,-1.2699999809265137,4.260000228881836
646,1970-01-01 00:06:27.469,2,4,1,5,1,2,3,-2.190000057220459,2.4200000762939453
647,1970-01-01 00:07:43.671,1,2,2,3,3,3,1,-0.25,4.010000228881836
648,1970-01-01 00:10:04.301,3,5,1,2,3,3,2,0.8100000023841858,3.7200000286102295
649,1970-01-01 00:00:34.144,2,5,4,3,3,2,2,-0.36000001430511475,1.6100000143051147
650,1970-01-01 00:02:09.342,4,6,4,3,2,2,2,2.75,2.0
651,1970-01-01 00:04:06.474,1,1,3,1,1,3,3,0.3799999952316284,2.369999885559082
652,1970-01-01 00:06:05.564,4,0,6,4,2,2,3,-3.680000066757202,3.4600000381469727
653,1970-01-01 00:07:24.943,4,6,4,1,2,2,2,0.019999999552965164,2.869999885559082
654,1970-01-01 00:08:47.868,3,5,4,4,1,2,1,-3.5199999809265137,2.809999942779541
655,1970-01-01 00:00:34.112,1,0,2,1,3,2,3,0.3799999952316284,3.75
656,1970-01-01 00:02:04.870,4,7,9,2,2,2,3,-0.8999999761581421,4.260000228881836
657,1970-01-01 00:03:24.236,1,0,3,4,2,2,2,1.6299999952316284,4.75
658,1970-01-01 00:04:43.440,2,1,8,3,3,2,1,-3.4000000953674316,4.929999828338623
659,1970-01-01 00:06:04.469,4,3,5,2,1,3,1,0.38999998569488525,4.710000038146973
660,1970-01-01 00:07:20.402,4,2,5,3,1,3,3,-1.149999976158142,1.2699999809265137
661,1970-01-01 00:08:35.534,4,1,9,4,1,3,3,1.0299999713897705,4.090000152587891
662,1970-01-01 00:00:35.863,3,8,3,1,2,2,1,-2.7899999618530273,1.2599999904632568
663,1970-01-01 00:02:06.768,1,3,3,2,2,3,1,4.130000114440918,4.920000076293945
664,1970-01-01 00:03:24.840,3,6,6,1,1,2,1,-1.059999942779541,1.059999942779541
665,1970-01-01 00:05:15.543,4,8,6,5,3,2,3,3.9000000953674316,4.289999961853027
666,1970-01-01 00:06:34.203,4,4,7,3,1,3,3,-3.930000066757202,1.2799999713897705
667,1970-01-01 00:07:52.936,2,0,4,4,1,3,1,1.7100000381469727,2.4700000286102295
668,1970-01-01 00:09:08.702,2,8,1,2,3,3,1,-0.7900000214576721,3.380000114440918
669,1970-01-01 00:00:36.763,1,0,2,1,2,3,1,-0.6399999856948853,4.119999885559082
670,1970-01-01 00:02:08.107,3,0,7,3,3,3,3,2.1500000953674316,1.909999966621399
671,1970-01-01 00:03:23.935,4,4,3,5,3,2,3,-0.9900000095367432,2.5299999713897705
672,1970-01-01 00:04:55.236,4,8,5,5,3,3,1,2.4800000190734863,3.8299999237060547
673,1970-01-01 00:06:18.738,2,6,1,2,1,3,2,1.309999942779541,1.7599999904632568
674,1970-01-01 00:07:32.235,3,7,5,1,1,2,1,-0.550000011920929,4.480000019073486
675,1970-01-01 00:08:53.036,1,3,7,3,3,2,3,1.590000033378601,3.2300000190734863
676,1970-01-01 00:00:33.554,4,5,8,3,3,3,3,-4.510000228881836,1.8799999952316284
677,1970-01-01 00:02:07.805,3,0,6,2,2,2,1,-1.75,3.130000114440918
678,1970-01-01 00:03:53.834,3,3,6,3,3,3,1,3.380000114440918,3.490000009536743
679,1970-01-01 00:00:36.140,1,2,3,3,2,2,2,0.38999998569488525,3.430000066757202
680,1970-01-01 00:02:05.303,1,6,8,4,1,3,1,4.880000114440918,2.450000047683716
681,1970-01-01 00:03:24.499,2,6,3,2,3,3,1,-4.389999866485596,3.6700000762939453
682,1970-01-01 00:04:50.770,2,3,4,5,2,2,2,-2.9600000381469727,4.880000114440918
683,1970-01-01 00:06:09.273,4,3,5,5,1,3,2,-3.950000047683716,2.9700000286102295
684,1970-01-01 00:07:21.203,1,6,1,3,1,3,3,4.949999809265137,4.210000038146973
685,1970-01-01 00:08:40.608,2,3,9,5,3,3,1,-4.480000019073486,2.3499999046325684
686,1970-01-01 00:00:35.830,3,6,9,4,2,3,1,2.7200000286102295,2.8499999046325684
687,1970-01-01 00:02:12.072,1,5,2,1,2,2,3,0.28999999165534973,3.7100000381469727
688,1970-01-01 00:03:27.339,1,4,5,4,1,2,1,4.5,3.3399999141693115
689,1970-01-01 00:05:10.769,1,2,7,4,3,3,2,2.6600000858306885,3.9200000762939453
690,1970-01-01 00:06:28.468,3,8,8,5,2,3,1,-3.759999990463257,4.190000057220459
691,1970-01-01 00:07:43.870,2,6,1,2,3,2,1,-2.2899999618530273,3.309999942779541
692,1970-01-01 00:09:04.573,1,6,2,3,2,2,2,0.14000000059604645,1.1299999952316284
693,1970-01-01 00:00:35.534,1,5,5,3,2,3,1,1.6100000143051147,3.3499999046325684
694,1970-01-01 00:02:08.236,3,4,7,1,1,3,1,-4.019999980926514,2.4800000190734863
695,1970-01-01 00:03:24.469,3,0,2,3,1,3,3,-3.8299999237060547,4.980000019073486
696,1970-01-01 00:04:55.240,2,6,1,4,1,2,2,4.03000020980835,3.380000114440918
697,1970-01-01 00:06:13.534,3,3,1,5,1,3,2,0.7099999785423279,3.180000066757202
698,1970-01-01 00:07:27.406,4,6,5,5,3,3,1,2.690000057220459,3.690000057220459
699,1970-01-01 00:08:44.308,1,5,3,2,2,2,2,2.309999942779541,1.940000057220459
700,1970-01-01 00:00:34.743,1,2,2,4,3,3,3,4.480000019073486,1.809999942779541
701,1970-01-01 00:02:31.707,2,5,2,4,3,2,3,2.2899999618530273,4.559999942779541
702,1970-01-01 00:03:49.332,4,8,9,4,2,2,3,-2.680000066757202,1.8300000429153442
703,1970-01-01 00:05:40.563,4,2,9,1,2,3,1,-4.75,4.909999847412109
704,1970-01-01 00:07:08.500,3,8,1,3,3,2,1,-4.480000019073486,2.5399999618530273
705,1970-01-01 00:08:27.141,1,3,7,5,1,3,3,3.690000057220459,2.5199999809265137
706,1970-01-01 00:09:52.327,4,2,6,2,2,2,3,-0.4099999964237213,4.670000076293945
707,1970-01-01 00:00:36.252,2,5,5,5,1,2,3,-4.199999809265137,3.0
708,1970-01-01 00:02:08.369,1,5,6,2,1,2,2,-3.619999885559082,2.6700000762939453
709,1970-01-01 00:03:58.286,1,7,9,3,3,3,2,-1.3600000143051147,4.699999809265137
710,1970-01-01 00:05:49.033,4,0,2,5,2,3,3,4.53000020980835,4.840000152587891
711,1970-01-01 00:07:07.670,1,8,1,4,3,2,2,-4.860000133514404,4.980000019073486
712,1970-01-01 00:08:32.195,4,3,6,3,2,3,3,-1.559999942779541,1.659999966621399
713,1970-01-01 00:10:05.203,3,6,4,3,3,3,3,1.0099999904632568,1.3600000143051147
714,1970-01-01 00:00:34.720,4,1,2,2,1,3,2,3.009999990463257,1.4700000286102295
715,1970-01-01 00:02:07.806,1,7,4,2,2,3,2,1.100000023841858,3.559999942779541
716,1970-01-01 00:03:32.873,1,5,1,1,3,2,1,-2.2699999809265137,2.200000047683716
717,1970-01-01 00:04:44.403,1,2,4,2,1,2,3,0.4699999988079071,4.429999828338623
718,1970-01-01 00:06:23.633,3,0,4,1,3,2,1,-4.019999980926514,4.71999979019165
719,1970-01-01 00:07:39.199,2,7,6,3,3,2,2,-3.549999952316284,2.430000066757202
720,1970-01-01 00:08:56.836,4,4,8,4,2,3,3,-0.6100000143051147,2.5199999809265137
721,1970-01-01 00:00:34.764,3,8,1,2,3,3,2,1.940000057220459,1.25
722,1970-01-01 00:02:09.735,1,8,6,3,1,2,2,1.8600000143051147,4.420000076293945
723,1970-01-01 00:03:26.072,2,0,8,3,2,3,3,2.490000009536743,4.369999885559082
724,1970-01-01 00:04:51.405,1,1,7,4,3,3,2,-3.75,2.559999942779541
725,1970-01-01 00:06:12.707,3,0,5,3,3,3,2,-2.700000047683716,1.940000057220459
726,1970-01-01 00:07:27.603,1,1,6,3,3,2,1,-2.4200000762939453,2.2300000190734863
727,1970-01-01 00:08:45.464,1,6,1,5,1,2,1,1.7899999618530273,2.4700000286102295
728,1970-01-01 00:00:37.299,2,2,2,3,2,2,1,-1.4600000381469727,2.009999990463257
729,1970-01-01 00:02:09.234,2,2,3,5,1,2,1,1.5099999904632568,4.239999771118164
730,1970-01-01 00:03:26.367,1,1,4,5,3,3,1,-4.809999942779541,3.450000047683716
731,1970-01-01 00:04:54.559,1,4,4,1,3,2,2,-3.4600000381469727,4.039999961853027
732,1970-01-01 00:06:39.135,4,1,8,1,2,3,3,-3.890000104904175,4.900000095367432
733,1970-01-01 00:07:57.163,3,1,6,3,2,2,2,4.510000228881836,4.130000114440918
734,1970-01-01 00:09:14.834,2,7,2,3,2,2,1,3.5399999618530273,3.809999942779541
735,1970-01-01 00:00:36.734,1,6,2,1,1,2,1,-1.5399999618530273,2.5
736,1970-01-01 00:02:08.674,4,6,4,5,2,2,3,1.7999999523162842,4.070000171661377
737,1970-01-01 00:03:54.704,3,7,8,2,2,3,3,4.539999961853027,1.899999976158142
738,1970-01-01 00:05:20.870,1,4,9,1,3,2,3,4.289999961853027,3.5999999046325684
739,1970-01-01 00:06:57.438,1,7,8,4,3,2,1,3.4100000858306885,3.7100000381469727
740,1970-01-01 00:08:09.032,1,6,3,1,1,2,3,3.7300000190734863,2.9700000286102295
741,1970-01-01 00:09:24.906,2,5,2,2,1,2,1,1.7599999904632568,2.5199999809265137
742,1970-01-01 00:00:38.528,4,6,5,4,3,2,1,-0.33000001311302185,3.299999952316284
743,1970-01-01 00:01:58.567,1,5,2,5,3,3,3,2.3299999237060547,2.8499999046325684
744,1970-01-01 00:03:12.136,4,5,6,3,2,2,1,-3.130000114440918,4.010000228881836
745,1970-01-01 00:04:59.784,2,6,7,4,1,3,3,0.28999999165534973,3.130000114440918
746,1970-01-01 00:06:30.865,1,8,9,3,3,2,3,-1.5399999618530273,4.630000114440918
747,1970-01-01 00:07:41.569,1,3,4,4,1,3,1,-2.1500000953674316,1.100000023841858
748,1970-01-01 00:10:02.639,2,3,7,3,2,3,1,-0.3700000047683716,3.799999952316284
749,1970-01-01 00:00:36.447,4,7,5,5,1,3,2,4.119999885559082,1.1100000143051147
750,1970-01-01 00:02:08.435,1,5,9,3,2,3,3,-1.1200000047683716,3.440000057220459
751,1970-01-01 00:03:25.606,3,1,6,1,2,2,2,-0.8899999856948853,2.619999885559082
752,1970-01-01 00:04:52.536,3,8,7,3,3,2,3,-1.5099999904632568,3.740000009536743
753,1970-01-01 00:06:14.939,3,0,9,3,2,3,3,4.650000095367432,2.8399999141693115
754,1970-01-01 00:07:27.803,2,5,9,3,3,2,3,0.47999998927116394,2.309999942779541
755,1970-01-01 00:08:45.273,3,1,1,5,1,2,2,1.8899999856948853,2.880000114440918
756,1970-01-01 00:00:38.677,4,6,7,4,1,3,3,0.7900000214576721,2.5299999713897705
757,1970-01-01 00:02:10.869,4,5,8,4,1,2,1,0.8700000047683716,1.1200000047683716
758,1970-01-01 00:04:02.743,4,7,8,5,2,2,2,4.960000038146973,4.96999979019165
759,1970-01-01 00:05:32.407,2,2,7,1,2,3,1,-4.300000190734863,1.7000000476837158
760,1970-01-01 00:06:56.952,3,6,9,2,2,3,1,4.210000038146973,4.519999980926514
761,1970-01-01 00:08:15.576,3,3,6,3,3,2,2,3.940000057220459,3.5199999809265137
762,1970-01-01 00:09:37.385,4,3,2,2,3,2,3,-3.0899999141693115,1.409999966621399
763,1970-01-01 00:00:35.874,3,7,5,5,2,2,1,3.0199999809265137,4.340000152587891
764,1970-01-01 00:02:13.873,1,8,2,3,3,3,1,-1.809999942779541,3.869999885559082
765,1970-01-01 00:03:30.002,2,1,9,2,1,2,1,-2.6700000762939453,2.9600000381469727
766,1970-01-01 00:04:55.236,2,7,5,1,1,2,1,1.559999942779541,3.700000047683716
767,1970-01-01 00:06:14.740,4,3,2,3,3,3,3,-4.090000152587891,1.340000033378601
768,1970-01-01 00:08:42.543,3,7,9,4,2,3,3,2.4600000381469727,2.7699999809265137
769,1970-01-01 00:10:19.106,4,2,6,1,1,3,1,-3.4700000286102295,3.6500000953674316
770,1970-01-01 00:00:34.677,2,6,5,2,1,3,3,1.9199999570846558,3.619999885559082
771,1970-01-01 00:02:08.536,1,2,1,1,1,2,1,0.1599999964237213,1.9800000190734863
772,1970-01-01 00:03:26.003,3,1,4,5,3,2,1,0.18000000715255737,4.75
773,1970-01-01 00:04:51.676,1,8,6,4,1,2,1,-4.800000190734863,3.7100000381469727
774,1970-01-01 00:06:16.037,2,5,8,2,1,3,1,-2.2100000381469727,2.2200000286102295
775,1970-01-01 00:07:25.876,1,1,3,5,3,2,2,-0.9800000190734863,3.200000047683716
776,1970-01-01 00:08:44.636,2,2,2,5,3,2,2,3.930000066757202,4.480000019073486
777,1970-01-01 00:00:34.513,2,0,7,1,1,3,3,-3.359999895095825,3.569999933242798
778,1970-01-01 00:02:11.436,2,0,6,5,2,2,2,1.590000033378601,1.6699999570846558
779,1970-01-01 00:03:27.972,3,6,6,2,1,2,2,1.2100000381469727,2.5399999618530273
780,1970-01-01 00:04:54.032,2,0,2,1,2,3,1,0.019999999552965164,3.4800000190734863
781,1970-01-01 00:06:11.272,4,2,5,5,3,2,2,0.10999999940395355,1.8899999856948853
782,1970-01-01 00:07:23.904,4,6,7,5,2,3,1,-3.859999895095825,3.3399999141693115
783,1970-01-01 00:08:45.169,3,0,6,4,3,2,1,3.7300000190734863,3.450000047683716
784,1970-01-01 00:00:38.950,4,6,4,1,2,2,1,-4.079999923706055,2.2300000190734863
785,1970-01-01 00:02:14.744,3,7,5,1,2,2,1,-4.599999904632568,2.259999990463257
786,1970-01-01 00:03:34.305,2,1,6,3,2,2,2,-0.3799999952316284,3.8499999046325684
787,1970-01-01 00:04:58.199,3,6,7,5,2,2,1,-1.0499999523162842,1.1200000047683716
788,1970-01-01 00:06:35.072,2,7,1,1,2,3,1,-1.6699999570846558,1.5399999618530273
789,1970-01-01 00:07:51.400,4,0,9,3,2,2,2,-1.6399999856948853,2.990000009536743
790,1970-01-01 00:09:06.575,3,5,7,5,1,2,2,0.6499999761581421,3.809999942779541
791,1970-01-01 00:00:37.866,3,8,4,5,1,3,2,-3.009999990463257,4.53000020980835
792,1970-01-01 00:02:10.269,4,6,7,3,1,3,2,-1.1799999475479126,1.9600000381469727
793,1970-01-01 00:03:27.403,1,7,1,5,1,2,2,-3.859999895095825,1.0800000429153442
794,1970-01-01 00:04:54.406,1,4,3,2,2,3,3,-3.0999999046325684,3.619999885559082
795,1970-01-01 00:06:11.435,4,5,8,5,3,3,2,-2.1600000858306885,4.980000019073486
796,1970-01-01 00:07:27.869,3,8,5,4,1,3,2,1.2200000286102295,2.4200000762939453
797,1970-01-01 00:08:45.436,3,6,2,2,1,3,1,-4.78000020980835,4.349999904632568
798,1970-01-01 00:00:37.480,2,4,5,4,1,2,3,-3.0399999618530273,2.109999895095825
799,1970-01-01 00:02:08.336,3,8,9,2,1,2,2,4.610000133514404,2.799999952316284
800,1970-01-01 00:03:24.575,2,7,9,2,2,3,1,0.8100000023841858,3.1600000858306885
801,1970-01-01 00:04:52.569,1,7,6,1,1,2,3,-1.899999976158142,2.740000009536743
802,1970-01-01 00:06:12.767,3,0,5,1,2,3,3,-1.6799999475479126,2.890000104904175
803,1970-01-01 00:07:26.335,4,3,7,1,2,3,2,-0.9900000095367432,3.9200000762939453
804,1970-01-01 00:08:42.502,1,2,8,4,3,3,3,-1.850000023841858,4.53000020980835
805,1970-01-01 00:00:37.541,2,1,4,2,1,2,2,-3.369999885559082,2.869999885559082
806,1970-01-01 00:02:08.672,4,2,4,1,2,3,2,-1.340000033378601,3.7799999713897705
807,1970-01-01 00:03:37.337,2,2,1,2,3,2,1,1.9500000476837158,2.1600000858306885
808,1970-01-01 00:04:58.173,2,5,9,3,2,3,1,-0.25,2.390000104904175
809,1970-01-01 00:06:17.440,3,3,4,5,2,3,3,-2.5299999713897705,3.740000009536743
810,1970-01-01 00:07:31.471,4,0,8,1,1,2,2,3.140000104904175,1.3600000143051147
811,1970-01-01 00:08:51.743,2,2,2,4,1,2,2,-0.029999999329447746,4.429999828338623
812,1970-01-01 00:00:35.270,1,1,6,2,1,2,2,3.359999895095825,3.759999990463257
813,1970-01-01 00:02:30.735,2,1,5,3,3,2,3,4.389999866485596,4.820000171661377
814,1970-01-01 00:03:43.636,4,5,5,3,1,3,3,-2.809999942779541,4.820000171661377
815,1970-01-01 00:05:06.969,4,6,8,3,3,3,1,0.25,2.25
816,1970-01-01 00:07:00.836,2,4,1,3,1,2,1,1.2100000381469727,3.440000057220459
817,1970-01-01 00:08:13.032,4,8,9,4,1,3,1,3.5799999237060547,1.75
818,1970-01-01 00:09:29.539,1,4,5,4,2,3,3,2.240000009536743,4.869999885559082
819,1970-01-01 00:00:37.686,4,5,3,3,3,2,3,-3.4600000381469727,2.6500000953674316
820,1970-01-01 00:02:06.704,4,6,9,1,3,3,2,1.440000057220459,4.610000133514404
821,1970-01-01 00:03:22.708,2,6,3,1,3,3,2,-0.6700000166893005,1.5099999904632568
822,1970-01-01 00:04:47.999,3,8,1,4,3,2,3,-3.4800000190734863,1.840000033378601
823,1970-01-01 00:06:07.405,1,7,8,1,3,2,1,4.539999961853027,1.2699999809265137
824,1970-01-01 00:07:23.306,4,8,5,2,3,2,1,-0.7799999713897705,2.809999942779541
825,1970-01-01 00:08:39.869,4,8,7,1,1,2,3,-2.619999885559082,2.569999933242798
826,1970-01-01 00:00:38.555,2,4,4,4,2,2,3,-2.990000009536743,4.260000228881836
827,1970-01-01 00:02:09.773,4,7,2,5,3,2,2,1.5700000524520874,2.259999990463257
828,1970-01-01 00:03:27.869,1,4,3,4,1,2,3,3.319999933242798,4.179999828338623
829,1970-01-01 00:04:51.907,3,7,5,5,1,3,2,-3.6600000858306885,1.100000023841858
830,1970-01-01 00:06:12.075,1,4,8,2,3,2,2,4.71999979019165,4.199999809265137
831,1970-01-01 00:07:53.443,2,7,9,3,3,2,1,-4.670000076293945,2.9700000286102295
832,1970-01-01 00:09:12.236,2,2,7,4,2,3,2,4.550000190734863,1.149999976158142
833,1970-01-01 00:00:37.445,4,3,4,1,1,2,3,3.4000000953674316,4.159999847412109
834,1970-01-01 00:02:30.673,1,4,1,2,1,2,1,2.309999942779541,2.9700000286102295
835,1970-01-01 00:04:05.870,4,7,2,1,2,3,3,-0.07999999821186066,4.130000114440918
836,1970-01-01 00:05:28.369,2,7,4,1,2,2,1,-3.4000000953674316,2.2200000286102295
837,1970-01-01 00:06:50.305,2,2,6,2,1,3,2,-1.409999966621399,1.9299999475479126
838,1970-01-01 00:08:04.968,4,4,3,2,3,2,2,-4.980000019073486,2.1600000858306885
839,1970-01-01 00:09:31.737,3,0,5,1,1,2,1,0.8399999737739563,4.210000038146973
840,1970-01-01 00:00:37.314,4,5,9,2,1,2,3,3.0899999141693115,3.819999933242798
841,1970-01-01 00:02:19.168,2,6,9,3,3,2,1,-4.320000171661377,1.7899999618530273
842,1970-01-01 00:03:36.139,4,2,1,2,1,2,1,3.6500000953674316,3.640000104904175
843,1970-01-01 00:05:39.601,3,8,1,5,3,3,1,4.940000057220459,4.559999942779541
844,1970-01-01 00:06:59.059,1,5,8,2,3,3,3,1.4900000095367432,3.950000047683716
845,1970-01-01 00:08:14.871,2,0,7,5,3,2,1,-4.420000076293945,2.180000066757202
846,1970-01-01 00:09:31.305,4,6,7,3,3,3,2,-4.53000020980835,1.1100000143051147
847,1970-01-01 00:00:37.276,4,7,6,3,3,3,1,0.11999999731779099,1.3200000524520874
848,1970-01-01 00:02:09.337,2,6,9,2,3,2,1,3.9100000858306885,1.7400000095367432
849,1970-01-01 00:03:25.468,1,7,7,5,3,3,1,-3.390000104904175,3.569999933242798
850,1970-01-01 00:04:57.035,2,4,1,5,3,2,2,-3.0299999713897705,2.359999895095825
851,1970-01-01 00:06:18.835,2,8,1,4,3,3,3,0.07999999821186066,4.78000020980835
852,1970-01-01 00:07:33.777,4,6,5,5,2,2,2,3.549999952316284,2.9000000953674316
853,1970-01-01 00:08:51.908,2,7,6,1,3,2,2,-4.409999847412109,4.019999980926514
854,1970-01-01 00:00:38.271,3,2,9,2,2,2,2,0.18000000715255737,4.489999771118164
855,1970-01-01 00:02:11.266,2,8,2,3,3,2,2,2.990000009536743,2.4600000381469727
856,1970-01-01 00:03:25.506,2,3,4,2,1,3,3,2.2899999618530273,2.0199999809265137
857,1970-01-01 00:04:50.637,3,7,6,4,2,3,1,-2.5999999046325684,3.2799999713897705
858,1970-01-01 00:00:35.652,3,3,8,2,1,3,3,-2.859999895095825,1.0399999618530273
859,1970-01-01 00:02:09.773,2,8,6,5,1,3,1,-2.440000057220459,1.8899999856948853
860,1970-01-01 00:03:27.875,2,0,8,3,3,3,1,2.0799999237060547,3.009999990463257
861,1970-01-01 00:04:51.073,4,0,2,1,2,3,1,-2.299999952316284,1.399999976158142
862,1970-01-01 00:06:13.601,3,0,1,4,2,2,2,-1.2599999904632568,2.799999952316284
863,1970-01-01 00:07:26.672,1,7,3,2,3,2,3,3.380000114440918,3.940000057220459
